title,sats,sharelink,lnurl
New Dialogue2,10000,https://bits.bitcoin.org.hk/withdraw/m6Q3qCGjZfmuoWNAn4kweJ,LNURL1DP68GURN8GHJ7CNFW3EJUCNFW33K76TW9EHHYEEWDP4J7AMFW35XGUNPWUHKZURF9AMRZTMVDE6HYMP0VF5KWAJNGYEK6CNDDF6HZMJ22PAYV665XA8Z7WPJVEEYV3RR2EUNXW2CWFXKZ7ZYX3TRJDJ6E2E3JY
